tablet_id	label	transliteration
2321	MY Au 658	MY Au 658, _ $sup. $mut. ]r°a°-si-jo __ VIR[ __]-ri-jo __ VIR 1°[ ___ $vacat _______________ [ to-so _ VIR 20 si-to _ GRA 4 [ ___ $vacat _______________ [ _ $reliqua $pars $sine $regulis
2322	MY Au 660	MY Au 660, ] _ $vacat ] na-su-to __ VIR 1 ]1 qa-ru-ko _ VIR 1 ____________] None VIR 1 _ $inf. $mut.
2323	MY Cp 3	MY Cp 3, __ $sup. $mut. ]-r°a°-p°i°[ ] O°V°I°S°^m° 2°0° [ ] __ o[ __$inf. $mut.
2324	MY Cp 7	MY Cp 7, _ $sup. $mut. ]t°o°-r°o° C°A°P°^f°[ ] sa-wa-ti[ ]OVIS^f 24[ __$inf. $mut.
2325	MY Cp 9	MY Cp 9, __ $sup. $mut. ____]O°V°I°S°^f° 100[ ]O°V°I°S°^x° 100[ __]2°0°[ __ $inf. $mut.
2326	MY Eu 654	MY Eu 654, _ $sup. $mut. _______] _ GRA T°[ ]ra-ko ___ GRA T 2 ]-ru-ta _ GRA T 1 V 2 _ $inf. $mut.
2327	MY Eu 655	MY Eu 655, _ $sup. $mut. [[to-so ____]][ to-so _ GRA _ [ _ $vac.[ _ $inf. $mut.
2328	MY Fo 101	MY Fo 101, _ $vacat a-ne-a₂ _______ V 3 ___ pa-n°a°-ki ____ V 1 ma-no _________ V 1 __ a-na-*82 _____ V 1 to-ti-ja ______ V 1 __ we-i-we-sa ___ V 1 ke-ra-so[_] ___ V 1 pi-we-ri-s°i° ___ S 1 __ tu-mi-[_ _____ _]V° 1 ko-ma-ta ______ V 1 __ na-ta-ra-ma __ V[ 1 pe-ta-[•] _____ V 1 __ pu-ka-ro _____ V°[ 1 o-ta-ki _______ V 1[_ _________ _]_ $vacat _[ e-ro-pa-ke-j°a° __ OLE+$W°E° 1 a-ke-ti-ri-ja-i V 4 _ $vacat _ $vacat _ $vacat _ $vacat to-so ______ OLE+$W°E° 2 S 1 V 1 _ $vacat
2329	MY Fu 711	MY Fu 711, _ $sup. $mut. __________________] V° [ ________ _]H°O°R°D° ___ V 2 _____ ]5° _ HORD T 7 V 3 ____] ____ HORD ___ V 2 ____] _ $vacat ____] _ $vacat ] Z 2__ ku-ne , FAR Z 2 ]1° _ ka-ra-u-ja FAR Z 1° _ $NI Z 1 _ ]V° 3 _ a-re-ke-se-[•] [•] T 2°[ ____ ]3 Z 1 __________ CYP+$O T 1 [[_5_]] ____] Z 2 → _ $sup. $mut. s°e°-w°o°-[ to-wo-n°a°[ a-re-ke-s°e°[ qo-we _______ [ _ $reliqua $pars $sine $regulis
233	KN Og(1) 8038	KN Og(1) 8038, ]$M°U° 46 ↓ ] _ M 80
2330	MY Ge 602	MY Ge 602, ___ $vacat __________ [_____] None $vacat _ jo-o-po-ro , a-ro-m°o°[ ___ ]s°i°-mi-jo / pe-se-ro [[ / sa-sa-ma ]] p°u°₂-ke / ma-ra-tu-wo Z 1[ _____] _ $vacat pe-ke-u / __ ku-mi-no-j°o°[__ ma-ra-]tu-wo V 1 _ sa-sa-ma Z 2 sa-pi-de '6' ____________ e-ru-ta-ra[ ___________ sa-]sa-ma V 1 ka-e-se-we / ka-na-ko [____________ ]m°a°-ra-tu-wo V 1 _ sa-pi-de 6 _______ e-ru-ta-ra [_______________ ]1° ke-po / ka-na-ko M[ ___________ ]V° 1 _ mi-ta , $PE 2 ko-no-a-po-te-[•] __________] $vac. [________________ ]2 __________] $vest.[________ ______ ]V° 1 _ $DE 1 _ *$155^VAS[_] $vacat _______ $inf. $mut. ___________________] _ $vacat _ [
2331	MY Ge 603	MY Ge 603, ________________________________________________________________ [____ ]ka-ra-to *$155^VAS 1 ke-po , $ko AROM T 2 / ka-na-ko , re-u-ka V 1 da-ra[ ]m°i°-ta-qe 20 k°a°-n°a°-ko , e-ru-ta-ra M 1 _____________________________________________________ ka-na-ko M 1 _______________ *$155^VAS 1 pu-ke-o _ $KO T 2 _________ $KU V 2 __ $MA Z 2 _ $SA Z 2 _ ko-no 10 ____ e-ne-me-na 1[ i-na-o __ $KO T 2 _________ $KU V 1 _ [[$MI 20]] ko-no 10 $E 1 ka-na-ko e-ru M 1 [___] $vac. ra-ke-da-no ___ $KO T 2 ___ $KU V 2 _ [[$MI]] ko-no 12 _ $E° 1 _________________ *$155^VAS 1 a-ke-re-wi-jo _ $KO T 2 ___ $KU V 1 ___ $MA V 1 no-ko 10 _ $D°E°[_] ____________ *$155^VAS 1 pe-ke-u _______ $KO T 2 ___ $KU V 1 Z 2 __ $MA V 1 ko-no 10 $E 1 ka-na-ko M 2 _______ *$155^VAS 1 pu-wo _________ $KO T 2 _____ $KU V 2 _______ $MA V 1[____] ko-no $DE 1 _____ *$155^VAS 1 → _________ p°e°-[ ___________ ]2 $reliqua $pars $sine $regulis
2332	MY Ge 604	MY Ge 604, _ $vacat ____________________ [__________________________] $vacat ke-e-pe , o-pe-ro , ka-na-ko e-ru-ta-ra[ __________ ]$DE 1 $KU V 1 i-na-o-te , o-pe-ro _ $KU V 1 _ $SA V 1 _ ko-no 2 se-ri-no M° 2 '*$155^VAS 1' ra-ke-da-no-re , o-pe-ro e-ru-ta-ra M 1 __ $MA V 1 __ $SA V 1 a-ke-re-wi-jo , o-pe-ro e-ru-ta-ra M 3 pu-ke pe-ro-ro ka-na-ko M 1 _ $MA Z 2 $SA Z 2 _ ka-da-mi-ja [ _ $vacat ________________________________________________ [
2333	MY Ge 605	MY Ge 605, _ $vacat _______ [___________________________________________________________] _ $vacat __ [ pe-s°e°-r°o° [_________________________________ ]ka-na-ko M 2°[ ______________ ka-]r°a°-to *$1°5°5°^VAS [ ___________ [ka-na-ko ]e°-ru-ta-ra M° 3 ka-na-ko re-u-ka V 1 ma[-ra-tu-wo mi-]ta $PE 1 s°a°[-pi-de pu₂-ke __ / [__________ ]n°a° T° 2° ______ ku-mi-na V 1 _ sa-sa[-ma _______________ ]d°a° 14[ ___________ ka-na-ko , e-r°u°-t°a°[-ra ]k°a°-na-ko re[-u-ka ]Z° 2[_____________________ $inf. $mut. pe-ke-u _ / ko-ri-ja-da-na T 2[_] _ k°u°-m°i°-no Z°[ ___________ ka-na-ko , e-ru-ta-ra M 2 P 1 ka-na-ko re-u°[-ka ___________________ $sup. $mut. ka-e-se-u / ko-ri-a₂-da-na T 2 ______________ ku-mi-no Z[ ___________________________ ] $vacat ke-po ___ / ko-ri-a₂-da-na T° 2 __________________ [______] *$155^VAS 1 [_____________] $vacat _________________________________ ku-mi-no Z 2 _______________________ ka-ra-[___] sa-pi-de 12 i-na-o __ / _____________________ k°a°-na-ko re-u°-k°a°[ ____ ]s°a°-sa-ma Z 2 mi-ta $PE 1 _________________________________] ___ $vacat ____ [___________ $inf. $mut.
2334	MY Ge 606	MY Ge 606, _ $vacat [do-]si-mi-ja a-ke-re-u-te ____________________ ka-na-ko AROM+$KO T 2 $KU V 1 _ re-u-ka V 1 ma-ra-tu-wo V 1 / sa-sa-ma V 4 e-ru-ta-ra _ M 3 mi-ta _ $PE 2 ko-i-no , $DE 1 *$1°7°1° 11 _ $vacat
2335	MY Ge 608	MY Ge 608, _ $sup. $mut. __________] _ , $KA+$NA+$KO , M 3 _ $ko AROM T[ ]°$vac.[________________] _ $vacat _____________________ [ ]°$vac.[__________________] _ $vacat ___________________ [ _______ [___________________] __________________ $vest.[ pu₂-ke / [_________________ ]$k°o° AROM T 1 ________ $vest.[ →
2336	MY Go 610	MY Go 610, _ $vacat me-ta-je-wa _ *$190 S 2 a-ko-ro-ta __ *$190 S 2 ka-sa-to ____ *$190 S 1 pu-i-re-wi __ *$190 S 1 _ $vacat _ $vacat _ $vacat $reliqua $pars $sine $regulis → _______ ri
2337	MY L 710	MY L 710, ___________] ,° pa-ta ,° _ [ pa-we-a₂ , ko-u-ra _____ [
2338	MY Oe 103	MY Oe 103, _ $vacat [ a-pi-e-ra [ di-we-se-ja [ a-qi-ti-ta[ ku-po _______ LANA[ pi-we-ri-di _ LANA [ _ $vacat ____________ [ _ $vacat ______________ [ _ $vacat ___________ [ _ $vacat __________ [
2339	MY Oe 104	MY Oe 104, _ $sup. $mut. _________ ]LANA 12 a-qi[________ _______ ]LANA 10 e-te-[________ ______ ]L°A°N°A° 3 ka[________ _________ ]L°A°N°A° 2 _ $inf. $mut. __________] $vacat
234	KN Pp 493	KN Pp 493, ]ti-ri-to / di-za-so _ *$168+$SE[
2340	MY Oe 106	MY Oe 106, to-te-we-ja-se-we / ko-ro-to _ LANA 1 o-te-ra , tu-ka-te-re ________ LANA 1° i-ta-da-wa ___________________ LANA 2 _ $vacat ↗
2341	MY Oe 107	MY Oe 107, te-pa-i , _ LANA 9 _ $vacat _ $vacat
2342	MY Oe 108	MY Oe 108, _ $vacat sa-pa , o-no ____ LANA 4 o-u-ko __________ LANA 3 __________ we[_] $vacat
2343	MY Oe 109	MY Oe 109, ] _ $vacat ]wo-no , o-no , ] _ $vacat ] _ $vacat ] _ $vacat
2344	MY Oe 110	MY Oe 110, re-ka-sa , ta-ra-si-ja _ LANA 14°[ a-ti-ke-ne-ja __________ LANA 10 __ $reliqua $pars $sine $regulis
2345	MY Oe 111	MY Oe 111, _ pe-ru-si-nwa , o-u-ka[ wo-ro-ne-ja , pa-we-si / [•]-me-'jo-i' L°A°N°A°[ ne[-wa ]o-u-ka _______________________ L°A°N°A°[ _______ ]-k°i°-ni-*5°6° _______________ LANA 1°0°0°[ ______] o-ta-pa-ro-te-wa-ro _______ LANA 200[ ______] _ $vacat ___________________________ [
2346	MY Oe 112	MY Oe 112, _ $vacat r°o°-ka _ LANA 10 _ ti-tu-so _ LANA[ tu-ka-t°a°-s°i° _ LANA 8 __ ka-ti-[_] LANA 1°[ [[_____________________ [________] __ L°A°N°A° 1° ]] _ $vacat ______________ [_________] $vacat
2347	MY Oe 113	MY Oe 113, ____________] _ $vacat ____________] LANA 1 ka-sa-to ____ LANA 1[ ]$vac. _ $vacat ________ [____]$vac.
2348	MY Oe 115	MY Oe 115, $vac.[ _ a-k°e°[ a-pi-d°o°[-ra a-ko-ro-ta _ LANA[ _ $vacat
2349	MY Oe 117	MY Oe 117, ___ $vacat[ a-to-po-qo-i°[
235	KN Pp 494	KN Pp 494, ] su-ri-mo / a-na-re-u _ *$168+$SE 14[
2350	MY Oe 118	MY Oe 118, t°o°-so-ne , qo-zo pe-ra-ko-no _ LANA 15 _ $vacat
2351	MY Oe 119	MY Oe 119, a-ke-ti-ri[ ka-na-p°e°[
2352	MY Oe 120	MY Oe 120, o-u-ko _ LANA 2
2353	MY Oe 121	MY Oe 121, i-te-we-ri-di _ LANA 5 _ ku-ka _ LANA 2 ___________ [° ka-ke-wi ______ LANA 2 _ pa-se-ri-jo ko-wo _ LANA 2 [°
2354	MY Oe 122	MY Oe 122, za-ku-si-jo _ LANA[
2355	MY Oe 123	MY Oe 123, a-*79 _ LANA [
2356	MY Oe 124	MY Oe 124, a-pi-do-ra _ LANA 2[
2357	MY Oe 125	MY Oe 125, ke-ra-me-wi [
2358	MY Oe 126	MY Oe 126, o-pe-ra-no-re _ LANA[
2359	MY Oe 127	MY Oe 127, pa-we-a₂ , e-we-pe-se-so-me-na , _ LANA 20
236	KN Pp 495	KN Pp 495, ]qa-ra / re-me-to _ *$168+$SE 28
2360	MY Oe 128	MY Oe 128, ]° ___ au-te-ra _ LANA 1 ]°pi-ri-da-ke _ LANA 2
2361	MY Oe 129	MY Oe 129, ___ di-du-mo __ ne-wo , ka-na-pe-we _ LANA 4
2362	MY Oe 130	MY Oe 130, __ qa-da-wa-so ________ [° pe-re-ke-we __ LANA 4 _ [°
2363	MY Oe 131	MY Oe 131, qi-no[
2364	MY Oe 132	MY Oe 132, o-pe-[ a-pi-je[
2365	MY Oe 137	MY Oe 137, ]1 __ [° _]$vac. [°
2366	MY Oe 140	MY Oe 140, ]4
2367	MY Oi 701	MY Oi 701, __ $sup. $mut. $vestigia[ _ $vacat ___ [ si-to-po-ti-ni-ja _ *$190 [ po-ro-po-i _ *$190 10 ka-na-pe-u-si _ *$190 6 [•-•]-ta do-ke-ko-o-ke-ne _ *$190 5 [ku-wa-]no-wo-ko-i _ *$190 2 _ $inf. $mut.
2368	MY Oi 702	MY Oi 702, _ $sup. $mut. ______________________] $vacat _______ ]p°o°-t°i°-[ __ ___ ]*$190 3 _______ ]ne-ja , po-po-i _ *$190 5 ku-wa-]n°o°-wo-ko-i ______ *$190 2 __________] _______ *$190 2 ___________________]$vest.[ __ $inf. $mut.
2369	MY Oi 703	MY Oi 703, $sup. $mut. ______ ]-ro-i [ ]*$1°9°0°[ ku-wa-no-wo-ko-i __ *$190 2 [do-]k°e°-ko-o-ke-n°e°-i° _ *$190 5 _ $vacat _ $vacat $inf. $mut.
237	KN Pp 496	KN Pp 496, ]u-ta-no / pa-d°a°-[ _ ] _ *$168+$SE 2°3
2370	MY Oi 704	MY Oi 704, _ po-ti-ni-ja _ *$190 15 ka-na-pe-u-si _ *$190 6 ko-o-ke-ne-i° __ *$1°9°0°[ ku-wa-n°o°[-wo-ko-i _]$vest.[ _ $inf. $mut.
2371	MY Oi 705	MY Oi 705, i°-ku-to ____ [ re-u-ko ____ [ ka-ra-pa-so [ [•-•]-wo-ko[ _ $inf. $mut.
2372	MY Oi 706	MY Oi 706, _ $sup. $mut. ____]$vest.[ ]*$1°9°0° 2 _____ [ ]i° _ *$190 1 [ ____]1° ___ [ _ $inf. $mut.
2373	MY Oi 708	MY Oi 708, _ $sup. $mut. $vacat $vacat $vacat $vacat _ $i°n°f°. $m°u°t°. 
2374	MY Ue 611	MY Ue 611, __] _ $vacat ]pe-ra _ 4 a-po-re-we 2 pe-ri-ke 3 ]ka-ra-te-ra 1 po-ro-ko-wo 4 a-ta-ra 10 ]pa-ke-te-re 30 ka-na-to 5 qe-ti-ja 10 ]q°e°-to 2 ti-ri-po-di-ko 8 ka-ra-ti-ri-jo 7° ________________________]$vac.[ __ $inf. $mut. → • pi-ro-qe-mo , a-ke OLIV+$TI 3 _ OLIV 1 _ $NI 2 _ VIN S 2[ __ $vacat _________________________ [ __ $inf. $mut.
2375	MY Ue 652	MY Ue 652, o-ku-su-wa-si , ko-na , _________ GRA[ pe-ru-si-nwa ____________________ GRA[ OLIV 5 _ CYP+$KU 5 _ CYP+$O 7 _ $k°o° A°R°O°M°[ _______________________________ po-r°o°[ pe-ru-si-nwa ___ $N°I° _ 36 _________ ni[ → _______] VIN 22 _______] GRA 3 T 3 $reliqua $pars $sine $regulis
2376	MY Ue 661	MY Ue 661, jo-po-ro-te-ke _ *$190 100 _ *$155^VAS+$NI 15 *$248 5 _ $vacat
2377	MY Ue 663	MY Ue 663, ]to-so ]67 _ VIN 5
2378	MY Ui 4	MY Ui 4, __ $sup. $mut. ] $vacat [ ]$A° 5 ___ $A°[ ] $vestigia[ __ $inf. $mut.
2379	MY Ui 11	MY Ui 11, __ $sup. $mut. __]2°4°[______] _ [ ]5° $K°O° 5°[ ]k°i° G°R°A°[ ___ $deest _____ _______]$vest.[ _ $inf. $mut.
238	KN Pp 497	KN Pp 497, qa-mo _ [ ________ ]*$168+$SE 6
2380	MY Ui 651	MY Ui 651, ka-ra-[ ko-ra ______ [ ke-ko-jo _____ [ a₃-so-ni-jo ____ $RE[ o-pe-ra-no-ro __ $RE 7°0[ _ $inf. $mut. → __________] $RE 100 _ $A 1 ________] _ $RE 92 ______] ___ $RE 100 _ $A 1[ ]-sa-wo ___ $RE 100 _ $A[ ]$vac. ]-d°o°-jo[__ __ ]100 _ $A[ ]$vac. ________________________]$vest.[ _ $inf. $mut.
2381	MY Ui 709	MY Ui 709, ke-po _____ $KU 300[ tu-me-ne-wo , $DU 5°00[
2382	MY V 659	MY V 659, wo-di-je-ja , de-mi-ni-ja ___ 1 ma-no , a-re-ka-sa-da-ra-ka _____ 2 ri-su-ra , qo-ta-qe ____________ 2 e-ri-tu-pi-na , te-o-do-ra-'qe' 2 o-to-wo-wi-je tu-ka-te-qe _____ 2 a-ne-a₂ , tu-ka-te-qe _________ 2 pi-ro-wo-na ki-ra-qe __________ 2 p°u°-ka-ro ke-ti-de-qe __________ 2 _____________ ]-ri-mo-qe _____ 2 _____________ ]ma-ta-qe _______ 2 _______________ ]*8°2° __________ 1 ___________________ ]-q°e° ______ 2 ________________________________] $vac. __ $inf. $mut. __], i-ri-[• ]1° ke-ra-so , ki-ra-qe 2
2383	MY V 662	MY V 662, qa-ra-we-ta ____ 12°0[ ma-ri-ti-wi-jo _ 12°0[ __]$vac. sa-mu-ta-jo ____ 13°0[ __]$vac. _ $reliqua $pars $sine $regulis
2384	MY Wt 501	MY Wt 501, __ $sigillum ____($CMS I, Nr. 163) [7] a-ta-ra-qe e-ku-se-we-qe __ $vacat
2385	MY Wt 502	MY Wt 502, _ $sigillum ____($CMS I, Nr. 163) [7] ka-na-to _ $vacat
2386	MY Wt 503	MY Wt 503, _ $sigillum ____($CMS I, Nr. 163) [7] ke-ni-qe- -te-we
2387	MY Wt 504	MY Wt 504, _ $sigillum ____($CMS I, Nr. 163) [7] qe-ti-ja _ $vacat
2388	MY Wt 505	MY Wt 505, _ $sigillum ____($CMS I, Nr. 163) [7] pa-k°o°-to _ $vacat
2389	MY Wt 506	MY Wt 506, _________ -ja ____$supra $sigillum ____($CMS I, Nr. 163) [7] ka-na-to pa-ke-te-ri-
239	KN Pp 498	KN Pp 498, e-ra / ta-t°a°-r°o° __ *$168 3°0[ mu-ka-ra / pa-i-to __ *$168[
2390	MY Wt 507	MY Wt 507, _ $sigillum ____($CMS I, Nr. 163) [7] ka-ra-se- -ti-ri-jo
2391	MY Wt 700	MY Wt 700, *$190 $supra $sigillum ____($CMS V,2, Nr. 595) [1] _ $vacat _ $vacat
2392	MY Wt 712	MY Wt 712, $A $supra $sigillum ____($CMS V Suppl. 1B, Nr. 49) [1] a-pe-we-d°e° __$vacat
2393	MY Wt 713	MY Wt 713, OLE+$WE $supra $sigillum [1]
2394	MY X ‹1›	MY X ‹1›, ]ta-na , a-ti-ja , [ ] _ $vacat ______ [
2395	MY X 2	MY X 2, a-pu-do-si , po-ro-te-ra 100[ o-u-te-ra ____________ 200 _ [
2396	MY X 5	MY X 5, _ $sup. $mut. ]ko-no 20 [ ]ne-to 30 [ __ $inf. $mut.
2397	MY X 6	MY X 6, __ $sup. $mut. ]-w°i°-s°a°[
2398	MY X 8	MY X 8, a₃-ra₂-[
2399	MY X 10	MY X 10, ] to-sa[ ]$vest.[ _ $inf. $mut.
24	KN Nc 5130	KN Nc 5130, ]-jo ___ M 1
240	KN Pp 499	KN Pp 499, ]°to-so _ *$168+$SE 217
2400	MY X 12	MY X 12, _ $sup. $mut. ]$vac.[ ]3°0° [ _ $inf. $mut.
2401	MY X 13	MY X 13, _ $sup. $mut. ]$vest.[ ]$vest.[ _ $deest _ $inf. $mut.
2402	MY X 508	MY X 508, _______] ______________ te-qa-de , $ta [ __ ]ze-ta , / pu-ka-ta-ri-ja⸤ ⸥ma-ri-ne[
2403	MY X 707	MY X 707, __ $sup. $mut. __________] ____ $v°e°st°i°g°i°a° _ ___ [ ]$vest.?[_] a-[•]-ti-ri-ta , wa-[ ]s°o°-i-ne ,° [•]-m°o° × _______ [ ]$vest. [__ ]ka-w°o°-n°o°[ ______ ]-wa-de , __________ [ _ ]r°i°-de-ja ,° pe-ka-[
2404	MY Z 202	MY Z 202, ]e-ra , ka-ta-ro
2405	MY Z 203	MY Z 203, ]-ni-[
2406	MY Z 205	MY Z 205, ]j°a°-n°o°[
2407	MY Z ‹206›	MY Z ‹206›, ]-r°o°[
2408	MY Z 207	MY Z 207, p°i°[
2409	MY Z 664	MY Z 664, ]-ka-mo
241	KN Pp 1818	KN Pp 1818, ]qa-[ $inf. $mut.
2410	MY Z 712	MY Z 712, pi-ra-ki
2411	MY Z 713	MY Z 713, ]m°a°-pu[ ] ka [
2412	MY Z 714	MY Z 714, ]pi-ka [
2413	MY Z 715	MY Z 715, ]ra-u-ko
2414	MY Z 716	MY Z 716, ]-de[
2415	MY Z 717	MY Z 717, ka-ra-u°-ko
2416	MY Z 718	MY Z 718, ]pa-ti-jo-ro
2417	TI Al 7	TI Al 7, __ $sup. $mut. _______________] V°I°R° 3°0°[ ________________]VIR 8°0 ka[ ______]q°e° ______ V°I°R°[ ____]we ________ VIR 40 [ ____]m°e°-q°e° _____ VIR 20 a°[ ____]-ja-t°a°[ ] VIR 18° [ [_]ra-to-po-ro _ VIR 7[ _]$vac.[___]$vac. __ $vacat ____________ [__] $vacat ___]-ro-qe _ VIR 1°28[ ____________________] $vacat $vest.[__________________ e-wo-ro-qe _____ VIR[ __ $vacat __________ [
2418	TI Al 7d	TI Al 7d, __ $sup. $mut. ]k°o° [ __]$vest.[ __ $inf. $mut.
2419	TI Al 7e	TI Al 7e, __ $sup. $mut. ]k°o° 1 [ __ $inf. $mut.
2420	TI Al 7g	TI Al 7g, __ $sup. $mut. _____]$vest.[ ]$vest.[ __ $inf. $mut.
2421	TI Cb 4	TI Cb 4, ] _ $vacat _______ [ ]j°o°-qe , / e-qe _ BOS [ ] ____ $vest.? [ ___ $inf. $mut.
2422	TI Ef 2	TI Ef 2, ]qo-u-ko-ro _ $DA 1 _ to-sa-pe-mo _ GRA 6
2423	TI Ef 3	TI Ef 3, di-ko-na-re-ja , / ke-ke-me[
2424	TI Si 5	TI Si 5, $sup. $mut. ]to-ra-ka _ ARM 1°[ ] to-ra-ka _ ARM 1[
2425	TI Sl 8	TI Sl 8, $sup. $mut. ______________] $MO 2 ]ROTA 1 _ ti-t°o° $MO 1
2426	TI Sl 9	TI Sl 9, __ $sup. $mut. ]ROTA 3[ ]R°O°T°A° 1°[ __ $inf. $mut.
2427	TI Sl 10	TI Sl 10, __ $sup. $mut. ]ROTA [ __ $inf. $mut.
2428	TI Sm 11	TI Sm 11, __ $sup. $mut. __]$vest.[ ] $vest. [ __ $inf. $mut.
2429	TI Uh 12	TI Uh 12, ]° _ $vacat __________ [ ]°d°i°-p°t°e°-[_______] $NI[ __ $inf. $mut.
243	KN Pp 1819	KN Pp 1819, ]4°
2430	TI X ‹1›	TI X ‹1›, __ $sup. $mut. ]no ,° a°[ ]nu-se[ __ $inf. $mut.
2431	TI X 6	TI X 6, ]3°7° _____________________ [ ]4 M 7 _ tu-ru-pte-ri-j°a°[
2432	TI X 13	TI X 13, ___ $sup. $mut. ]$vest. _____ [ ]-t°a°-ro 1 _ [ _ $inf. $mut.
2433	TI X 14	TI X 14, ] 12 _ [_]t°a°-r°o° 1°[ ____$inf. $mut.
2434	TI X 15	TI X 15, ___ $sup. $mut. ]wa-si-jo[ ____]$vac.[ ___ $inf. $mut.
2435	TI X 16	TI X 16, _ $sup. $mut. ]ja , pu-k°a°[ ] _ $vac. _ [ ___ $inf. $mut.
2436	TI X 17	TI X 17, ] $vacat [ ]A°U°R° 2°[
2437	TI X 18	TI X 18, _ $sup. $mut. ] _ $vacat __ [ ] _ $vacat __ [ ]$vestigia [ _ $inf. $mut.
2438	TI X 19	TI X 19, ]$vacat[ ]t°i°-[•]-q°o°[ ]$vac.[ ___ $inf. $mut.
2439	TI X 21	TI X 21, __ $sup. $mut. ___] $vest.[ ]$vest. [ __ $inf. $mut.
244	KN R 1562	KN R 1562, ]je-ne ___ $ZE 12
2440	TI X 22	TI X 22, __ $sup. $mut. ] $vest.[ __ $inf. $mut.
2441	TI X 23	TI X 23, __ $sup. $mut. ]1 [ ]$vest.?[ __ $inf. $mut.
2442	TI X 24	TI X 24, __ $sup. $mut. $deest[ $vest.[ $deest[
2443	TI X 25	TI X 25, ]$vest.[ _ $inf. $mut.
2444	TI Z 1	TI Z 1, u-pa-ta-ro
2445	TI Z ‹2›	TI Z ‹2›, u-pa-ta-ro
2446	TI Z ‹3›	TI Z ‹3›, ]u°-pa-ta-ro
2447	TI Z 4	TI Z 4, ]u-pa-ta[-ro
2448	TI Z 5	TI Z 5, u-pa-[ta-ro
2449	TI Z 6	TI Z 6, a₃-t°a°-[
245	KN R 1815	KN R 1815, e-]ke-a / ka-ka re-a° _ HAS 12
2450	TI Z ‹7›	TI Z ‹7›, a-ta-ma-no-we[
2451	TI Z ›8‹	TI Z ›8‹, a-nu[-to
2452	TI Z 9	TI Z 9, a-ma-ti
2453	TI Z 11	TI Z 11, ]no-di-zo[
2454	TI Z ‹12›	TI Z ‹12›, ]n°o°-di-zo [
2455	TI Z ‹13›	TI Z ‹13›, no-d°i°[-zo
2456	TI Z ‹14›	TI Z ‹14›, ] no-d°i°[-zo
2457	TI Z ›15‹	TI Z ›15‹, no-d°i°[-zo
2458	TI Z 16	TI Z 16, ]n°o°-d°i°-z°o°[
2459	TI Z 17	TI Z 17, ]no[
246	KN R 4482	KN R 4482, ] ___ SAG 6010 ] _____ SAG 2630
2460	TI Z 18	TI Z 18, ]no[
2461	TI Z 19	TI Z 19, ]no[
2462	TI Z ‹20›	TI Z ‹20›, ]no[
2463	TI Z ‹21›	TI Z ‹21›, ]no[
2464	TI Z ‹22›	TI Z ‹22›, ] no[
2465	TI Z ‹23›	TI Z ‹23›, ]d°i°-z°o° [
2466	TI Z 24	TI Z 24, a-d°o°-w°e°[
2467	TI Z ‹25›	TI Z ‹25›, ]a°-do-we [
2468	TI Z 27	TI Z 27, *56-ko-we
2469	TI Z 28	TI Z 28, a[
2470	TI Z 29	TI Z 29, ]r°i°-jo wa-na-k°a°[
2471	TI Z 30	TI Z 30, qi-ne-u
2472	TI Z 31	TI Z 31, 
2473	TI Z ‹32›	TI Z ‹32›, ]-n°o°[
2474	TI Z ‹33›	TI Z ‹33›, 
2475	TI Z 34	TI Z 34, ]u-n°o°[
2476	TI Z ‹35›	TI Z ‹35›, ]u°-p°a°-t°a°[
2477	TI Z 36	TI Z 36, ]u°
2478	TI Z ‹37›	TI Z ‹37›, ]n°o°[
2479	TI Z ‹38›	TI Z ‹38›, ]j°a°-t°i°-k°o°[
248	KN Ra(2) 984	KN Ra(2) 984, e-re-]pa-te , de-de-me-na , _ [ __________________ ]P°U°G°[ ____ ]zo-wa , e-pi-zo-ta , ke-ra , de-de-'me-na' _ GUP[
2480	TI Z 39	TI Z 39, ]r°u°[
2481	TI Z ‹41›	TI Z ‹41›, ]*56[
2482	TI Z ‹43›	TI Z ‹43›, 
2483	TI Z ‹48›	TI Z ‹48›, 
2484	TI Z ‹49›	TI Z ‹49›, ]j°a°-t°i°[
2485	TI Z ‹50›	TI Z ‹50›, 
2486	TI Z 52	TI Z 52, ]r°i°
2487	TI Z 53	TI Z 53, ]d°e°[
2488	TI Z 54	TI Z 54, ]a[
2489	KN Ag 87	KN Ag 87, ]wa _ VIR 1 _ MUL 2 _ 'ko-wa 1' _ ko-wo 1
249	KN Ra(2) 1028	KN Ra(2) 1028, ] __________ e-re-pa-te[ ]qo-jo , / zo-w°a° / [e-]p°i°[-zo-ta ______ ]GUP 20[
2490	KN Ag 88	KN Ag 88, pe-re-ko _ VIR 1 _ MUL 1 _ ko-wa 2 , ko-wo 1
2491	KN Ag 89	KN Ag 89, ]to-ro-wo _ VIR 1
2492	KN Ag 90	KN Ag 90, e-ri-*19 _ VIR 1 _ ko-wo 1
2493	KN Ag 91	KN Ag 91, ke-re-u _ VIR 1 _ MUL 1[
2494	KN Ag 1654	KN Ag 1654, qe-ri-jo _ VIR 1 _MUL 1 _ ko-wa[
2495	KN Ag 7000	KN Ag 7000, ]VIR 1 _ MUL 1 _ ko[
2496	KN Ai(1) 63	KN Ai(1) 63, pe-se-ro-jo , e-e-si _ MUL 1 _ ko-wa 1 ko-wo 1
2497	KN Ai(1) 115	KN Ai(1) 115, pa-ro , u-wa-si-jo , ko-wo [°
