text	value	surface	kind	subject	context
ixtl_A1	1000	mil	words	person	e viendose sola en sus cuartos y que sus gentes la tenian y respetaban por la gravedad de su persona, comenzo a dar en mil flaquezas y fue a dar que qualqui, x mancebo galan y gentil hombre acomodado a su gusto y aficion, daba orden en secre
ixtl_A1	2000	dos mil	words	person	anes, y por ser gente de calidad, sus cuerpos fueron quemados con las estatuas referidas; y a los demas que pasaron de dos mil personas les fueron dando garrote, y en una barranca cerca de un templo del ^dolo de los adulterios, los fueron echando
ixtl_A1	17400	diez y siete mil y cuatrocientas	words	person	iendola la sujetaron y saquearon, en donde en su defensa murieron muchos millares de tequantepecas, y trajeron cautivos diez y siete mil y cuatrocientas personas; con cuya hazana quedaron los de esta provincia muy destrozados, habiendo siempre defendido su partido muy bi
ixtl_A1	1500	mil quinientos,	words	other	aron los de esta provincia muy destrozados, habiendo siempre defendido su partido muy bien. luego el ano siguiente de mil quinientos, que llamaron chicuey tecpatl, por haberse tornado a rebelar los de la provincia de xaltepec fueron sobre ellos, y total
ixtl_A1	1505	mil quinientos y cinco	words	other	 quinientos cuatro, murio tehuehuetzin senor de la provincia de quauhnahuac, y sucediole itzcoatzin: en el siguiente de mil quinientos y cinco fue la hambre, y sucesivamente el de mil quinientos y seis, l que llamaron matlactliomey calli y cetoxtli, de tal maner
ixtl_A1	1506	mil quinientos y seis,	words	other	de quauhnahuac, y sucediole itzcoatzin: en el siguiente de mil quinientos y cinco fue la hambre, y sucesivamente el de mil quinientos y seis, l que llamaron matlactliomey calli y cetoxtli, de tal manera que en toda la tierra no se cogio ningun frutc^ si no fue 
ixtl_A1	500	y mil quinientos	words	person	 opinion, por concierto y pacto secreto que el rey motecuhzoma su hermano tuvo con los de atlixco, por 1 aqui falta: y mil quinientos ¿iete. 310 obras historicas de excusar alteraciones y persona que se le anteponia, hizo que* fuese muerto y ven
ixtl_A1	2800	y dos mil ochocientos	words	person	e* fuese muerto y vencido en esta batalla, en donde murio con el otro de los senores mexicanos llamado tzicquaquatzin y dos mil ochocientos soldados que iban en su defensa; lo cual sintio en infinito el rey nezahualpiltzintli,y compuso aquel canto que llaman 
ixtl_A1	400	cuatrocientas	words	person	nes que quedaron de todo punto rendidas, y todas debajo del imperio de las tres cabezas, que tenia de longitud mas de cuatrocientas leguas, y de latitud des* don fernando de al va 1xtl1lxoch1tl. 319 <le el mar del norte hasta el del sur. * y porq
ixtl_A1	1000	mil	words	other	n descuidados de la traicion y trato doble que contra ellos estaba hecho; aunque aquella tarde y aquella noche tuvieron mil presagios que les representaban su total destruccion y ruina, entre los cuales, el uno fue que vieron por el aire que 
ixtl_A1	2000	dos mil	words	person	37 sonas de juntar gente para hacer este viaje, y no persona que con el se acomodase, sino fernando cortes que tenia dos mil ducados en el cambio de andres de duero, mercader que era discreto y de estomago para saber gobernar. cortes acepto aq
ixtl_A1	4000	cuatro mil	words	other	viaje, de que hubo entre los dos grandes pasiones; mas cortes a pesar del otro, dio principio a su viaje y tomo fiados cuatro mil ducados con que compro navios y todo lo necesario, y luego se le agregaron sus amigos que sustento a su costa y dio di
ixtl_A1	550	quinientos cincuenta	words	person	se puso en salvo en la isla de guaniganiga, y habiendo saltado en tierra hizo resena de la gente que llevaba, y hallo quinientos cincuenta espanoles de pelea, 4 y mas algunos indios de servicio; de los cuales hizo once companias de cincuenta hombres, y tomo 
ixtl_A1	673	seiscientos setenta y tres	words	person	arta del ayuntamiento de veracruz al .emperador se dice que 400 soldados. (nota de ternaux). — el verdadero numero fue seiscientos setenta y tres castellanos utiles para la guerra. tomo jl-23 338 obras de don fernando de alta ixtlilxochitl. deras con sus arm
ixtl_A1	500	quinientos	words	person	nos de los naturales de cuba, y les sucediera muy mal, si cortes no fuera luego a socorrerlos. otro dia siguiente puso quinientos hombres en el campo con trece caballos y algunas piezas de artilleria, y yendo marchando su ejercito por unas labranza
ixtl_A1	40000	cuarenta mil	words	person	rece caballos y algunas piezas de artilleria, y yendo marchando su ejercito por unas labranzas, salieron al encuentro cuarenta mil hombres con los cuales peleo, y aunque con dificultad y gran trabajo los vencio, en donde segun lo que les parecio a lo
ixtl_A1	4000	cuatro mil	words	person	 que ellos no iban a otra cosa. de alli a dos dias que fue el lunes de pascua de resurreccion, vino el gobernador con cuatro mil hombres que le acompanaban, cargados de bastimentos que dio a cortes, con algunas preseas y joyas de oro bien ricas, el
ixtl_A1	2000	dos mil	words	person	go alla. teotlili se volvio a cuetlachtlan donde residia, y dejo con los nuestros a cuitlalpitoc y otros capitanes con dos mil personas para el servicio y regalo de los espanoles. 1 aguilar era clerigo subdiacono, y asi no caso ni pudo casar co
ixtl_A1	1000	mil	words	other	abian tenido perpetua paz, hasta que ultimamente motecuhzoma los habia tiranizado, y el y los suyos cada dia le hacian mil agravios, y que por salir de poder de tiranos, se holgarian el y otros muchos de los senores de las provincias «comarc
ixtl_A1	100000	cien mil	words	person	 pagasen tributos a mexico: todos se alzaron y rogaron a cortes que fuese su caudillo, que ellos pondrian en el campo cien mil hombres de guerra. fue muy grande el gusto que de esto recibio cortes, porque vido que ya tenia revuelta toda la tierr
ixtl_A1	500	quinientos	words	person	abia de sacar honra y fama inmortal: muchos rehusaban esta entrada porque les parecia temeridad, mas que esfuerzo, ir quinientos hombres entre millones de 1 en blanco en el original. 2 esta primera relacion de cortes, o se ha perdido o no l>i es
ixtl_A1	1000000	millones	words-millon	person	a inmortal: muchos rehusaban esta entrada porque les parecia temeridad, mas que esfuerzo, ir quinientos hombres entre millones de 1 en blanco en el original. 2 esta primera relacion de cortes, o se ha perdido o no l>i escribio. yo m» inclino 
ixtl_A1	1000	mil	words	person	ontra motecuhzoma, que eran entre ciudades y pueblos mas de cincuenta, en donde se podrian sacar en campo otros tantos mil hombres en su favor; y dejando siempre cincuenta hombres en la villa, con los demas se salio por la via de mexico, hab
ixtl_A1	1000	mil	words	person	 los templos imagenes y cruz: partio de allien diez y seis de agosto del mismo ano de mil quinientos diez y nueve, con mil indios de carga y mil trescientos de guerra, llevando consigo ciertos rehenes, y en su compania cuatrocientos espanoles
ixtl_A1	400	cuatrocientos	words	other	s diez y nueve, con mil indios de carga y mil trescientos de guerra, llevando consigo ciertos rehenes, y en su compania cuatrocientos espanoles, quince caballos, y siete tirulos: tres dias camino por tierras de los amigos, muy servido y festejado, y el 
ixtl_A1	5000	cinco mil	words	person	un el uno de estos espias de una cuchillada corto a un caballo la cabeza a cercen con riendas y todo, aunque salieron cinco mil tlaxcaltecas a defenderlos; mas luego la senoria envio sus mensajeros a cortes, disculpandose de lo hecho y cargando la 
ixtl_A1	1000	mil	words	other	on su ciudad, con intencion de cojerlos y matarlos dentro de ella. otro dia siguiente les salieron al encuentro hasta mil tlaxcaltecas, que pelearon con muy buen orden y animo, y se fueron retirando con intento de meter a cortes y a los suy
ixtl_A1	80000	ochenta mil	words	person	 muy buen orden y animo, y se fueron retirando con intento de meter a cortes y a los suyos en una emboscada de mas de ochenta mil personas, en donde se vieron en grandisimo peligro y salieron heridos muchos, aunque no murio ninguno; y haciendose fu
ixtl_A1	150000	ciento cincuenta mil	words	person	o murio ninguno; y haciendose fuertes en una aldea aquella noche, otro dia de manana tuvieron aviso que venian mas de ciento cincuenta mil hombres sobre ellos, con que obro dios grandes milagros en su defensa: cuando estos tlaxcaltecas llegaron a vista de l
ixtl_A1	20000	veinte mil,	words	other	y de los nuestros, que los tlaxcaltecas nunca los acometieron todos juntos, sino por cuadrillas, saliendo de veinte en veinte mil, que vencidos aquellos, entraban otros tantos; y en dos dias que duro la batalla mataron infinitos tlaxcaltecas, y viendo
ixtl_A1	20000	veinte mil	words	other	u amistad, pues velan el dano que de no admitirla se les habia seguido; mas con todo esto, otro dia le salieron otros veinte mil de ellos a pelear con el; y el siguiente que se contaba seis de septiembre, vinieron al real de cortes cincuenta hombre
ixtl_A1	400	cuatrocientos	words	person	, estando una noche alojados en el campo, vieron desde lejos unos fuegos, f y salio cortes a ver lo que era con hasta cuatrocientos companeros, y fue a dar en tzimpantzinco ciudad de mas de veinte mil fuegos, 1 que como los cogio desapercibidos, no se
ixtl_A1	20000	veinte mil	words	person	s, f y salio cortes a ver lo que era con hasta cuatrocientos companeros, y fue a dar en tzimpantzinco ciudad de mas de veinte mil fuegos, 1 que como los cogio desapercibidos, no se resistieron, antes recibieron muy bien y regalaron a cortes y a los 
ixtl_A1	1000	mil	words	other	uhquecholan, itzoncan, quauhtinchan, tecamachalco, tepeyacac y cuextlan hasta llegar a la costa de cempoalan, haciendo mil agravios y vejaciones, y desde el un mar al otro, sin que nadie os lo de en cara ni estorbe; y que por vuestra causa, p
ixtl_A1	1000	mil	words	other	 hacia, y no se fiase de los traidores de tlaxcalan, pues ya veia lo que habia pasado con los tlaxcaltecas, que decian mil males de motecuhzoma y de sus tiranias, y por otra parte deseaban mucho llevarle a su ciudad para despues confederarse 
ixtl_A1	6000	seis mil	words	other	calan se lo impedian por los inconvenientes que ellos le ponian, pero al fin se determino a ir a ella llevando consigo seis mil tlaxcaltecas de guerra, aunque le querian dar mucho mas, y por caudillos de ellos a hepapalotzin, tlacatecuhtli, quana
ixtl_A1	10000	diez mil	words	person	in, imiztli, matzin y axayacatzin; aunque se volvio. 1 por el camino salieron a recibir a cortes y a los suyos mas de diez mil hombres de chololan, con grande regocijo; y habiendolos entrado en la ciudad y dadoles muy buena posada, regalando esple
ixtl_A1	1000	mil	words	other	aquella noche los embajadores de motecuhzoma tornaron otra vez a porfiar con cortes que no pasase a mexico, poniendole mil dificultades, de tal manera que se recelo de ellos y de los cholultecas, y asi mando a los tlaxcaltecas sus amigos se 
ixtl_A1	5000	cinco mil,	words	other	los espanoles para que saliesen a los del patio y los matasen) se ejecuto asi, y en menos de dos horas mataron mas de cinco mil, saquearon y quemaron las casas mas principales de la ciudad y los templos de ella; y el templo mayor donde se habian ac
ixtl_A1	4000	cuatro mil	words	person	te que estaba en la entrada de la ciudad, en donde se juntaba la albarrada con la calzada, salieron a recibirle mas de cuatro mil hombres principales, todos ricamente aderezados, y conforme iban pasando se humillaban a cortes, poniendo la mano en el
ixtl_A1	3000	tres mil	words	other	apatos de oro con muchas piedras y ricas perlas; y por donde iban les echaban mantas para que pisasen, y tras de ellos tres mil caballejos, todos muy ricamente vestidos que eran todos de los de su guardia y criados. cuando cortes llego, se apeo de
ixtl_A1	6000	y seis mil	words	person	ue muy servido, y visitado de todos los grandes senores del imperio, y muy abastecidamente proveido el, sus companeros y seis mil tlaxcaltecas que consigo tenia: al cabo de los cuales, despues de haber considerado muy bien en el estado y trance en qu
ixtl_A1	500000	quinientos mil	words	person	decir, que se presumiese que alguna vez los habia de tratar mal. 378 obras historicas de te, en medio de mas de quinientos mil vasallos \ y con tan pocos companeros, cosa que atemoriza tan solamente pensarla, cuanto mas hacerla y salir con ella),
ixtl_A1	40000	cuarenta mil	words	other	o quiso dilatar mas la prision de mote1 dificil es que por su extension, tuviera la ciudad de mexico mucho mas de unos cuarenta mil habitantes. 2 es decir, porque no fuese conocido o descubierto. don fernando de alva ixtlilxoch1tl. 379 cuhzoma,
ixtl_A1	3000	y tres mil	words	other	ria, y salir ordinariamente a orar y ofrecer sacrificio a sus falsos dioses. las guardas que tenia eran ocho espanoles y tres mil tlaxcaltecas. por tentarle cortes, dijole un dia que los suyos habian tomado cierta cantidad de joyas de oro que habia
ixtl_A1	100000	cien mil	words	person	rminacion, que estaban en el cercado y palacios de oztoticpac, que se fuesen por tierra a tepetzinco, (que eran mas de cien mil personas), que el rey con el y con coanacochtzin su hermano se fuesen en una canoa grande. gacama (que estaba muy segur
ixtl_A1	900	y novecientos	words	other	 prosperidad, y cuando sus cosas iban en tanto aumento, llego al puerto de veracruz panfilo de narvaez con diez navios y novecientos espanoles, con muchos caballos, artilleria y todo recaudo, con intento de prender o matar a cortes; y venia en nombre d
ixtl_A1	1000	mil	words	person	sus reyes gustaban de ello, y se los mandaban. cortes volviendo victorioso y muy bien acompanado, porque traia consigo mil hombres de guerra y cien caballos, supo en el camino como los de mexico se habian alzado contra los que alli dejo, y qu
ixtl_A1	1520	mil quinientos veinte, y	words	other	o tanteado el modo como habia de entrar, se partio de tetzcuco, y llego a mexico dia de san juan en 24 de de junio de mil quinientos veinte, y hallo la ciudad sosegada, aunque los moradores de ella no lo salieron a recibir ni le hicieron fiestas. motecuhzoma se 
ixtl_A1	1520	mil quinientos veinte,	words	person	on de los suyos, fue por ocuparse alguna parte de las riquezas que tenian juntas. saliose cortes a diez de julio l de mil quinientos veinte, de noche, por entender ser acomodado; mas los mexicanos le sintieron y salieron en su alcance, y le mataron cuatrocient
ixtl_A1	450	cuatrocientos cincuenta	words	person	os veinte, de noche, por entender ser acomodado; mas los mexicanos le sintieron y salieron en su alcance, y le mataron cuatrocientos cincuenta espanoles, 2 cuatro mil indios amigos y cuarenta y seis caballos, en la parte que hoy llaman el salto de alvarado, y lo
ixtl_A1	4000	cuatro mil	words	person	 acomodado; mas los mexicanos le sintieron y salieron en su alcance, y le mataron cuatrocientos cincuenta espanoles, 2 cuatro mil indios amigos y cuarenta y seis caballos, en la parte que hoy llaman el salto de alvarado, y los mexicanos toltecaacalo
ixtl_A1	200000	doscientos mil	words	person	lo. otro dia llegaron a aquellos llanos de la provincia de otumpan con grandisimo trabajo; y alli les salieron mas de doscientos mil hombres que iban en su seguimiento, en donde tuvieron una muy cruel batalla, tomando enmedio a cortes y a los suyos, de
ixtl_A1	200000	doscientos mil	words	person	allo de ella menos, todos los mas y los amigos estaban afligidos, heridos, muertos de hambre y maltratados, enmedio de doscientos mil hombres que como tigres rabiosos los iban despedazando; mas fue tanto el valor y fe viva de cortes, que asi como invoco 
ixtl_A1	50000	cincuenta mil	words	person	uetxauzin. habiendo descansado cortes y los suyos en hueyotlipan, maxixcatzin con otros muchos senores y mas de cincuenta mil hombres de los amigos, le apresuraron la ida a tlaxcalan, en donde los cuatro senores principales con toda la senoria l
ixtl_A1	4000	cuatro mil	words	other	 acordo cortes de ir sobre los de tepeyacac, segun xicotencatl se lo tenia aconsejado; y asi habiendose juntado mas de cuatro mil tlaxcaltecas, huexotzincas y cholultecas, y por caudillo principal de los tlaxcaltecas tianquiztlatoatzin y los hijos 
ixtl_A1	550	y quinientos cincuenta	words	other	y el segundo dia de pascua de natividad del dicho ano de mil quinientos veinte, hizo alarde, y hallo cuarenta caballos y quinientos cincuenta peones: repartio a los de a caballo en cuatro cuadrillas, y de los peones hizo cuatro capitanias de sesenta peones cad
ixtl_A1	20000	veinte mil	words	person	dose en tlaxcalan. salio de ella en nombre de dios, dia senalado de los inocentes del ano de mil quinientos veinte, con veinte mil hombres de guerra de los amigos; y siguiendo la relacion de tlaxcalan que tengo citada, fue por el camino de tetzmeloca
ixtl_A1	8000	ocho mil	words	person	lo, hasta dentro de la laguna; y para esta obra mando, que en cincuenta dias que duro, trabajasen un xiquipil, que son ocho mil hombres cada dia, y que estos fuesen hombres suficientes para la milicia, que fue un tanteo solo por ver que cantidad 
ixtl_A1	200000	doscientos mil	words	person	 ver que cantidad de gente podia poner en campana de solo la provincia de tetzcuco, la que se llama aculhuacan; y hallo doscientos mil hombres por copia, de que se holgo mucho, para las ocasiones que se habian de ofrecer en favor de los cristianos; y di
ixtl_A1	200000	doscientos mil	words	person	lgo de ver el gran poder que el reino de tetzcuco tenia, pues de solo lo que era de la nacion aculhua se podian poner doscientos mil hombres en campana. asimismo hizo juntar todos los bastimentos que fueron necesarios para sustentar el ejercito y guarn
ixtl_A1	200000	doscientos mil	words	person	hermana resucitada hasta la vision que le dijo, y asi dejo las armas y no quiso socorrer a los mexicanos, despidiendo doscientos mil hombres que habia juntado en campana para irlos a socorrer, que los cien mil eran michoaques que llaman tarascos, y los
ixtl_A1	100000	cien mil	words	person	orrer a los mexicanos, despidiendo doscientos mil hombres que habia juntado en campana para irlos a socorrer, que los cien mil eran michoaques que llaman tarascos, y los otros cien mil eran los teochichimecas, gente la mas belicosa que ha habido e
ixtl_A1	100000	cien mil	words	person	 que habia juntado en campana para irlos a socorrer, que los cien mil eran michoaques que llaman tarascos, y los otros cien mil eran los teochichimecas, gente la mas belicosa que ha habido en esta nueva espana. todo esto que aqui se ha escrito fue 
ixtl_A1	4000	cuatro mil	words	other	ra su defensa y ofensa de los enemigos, y al cabo de ellos salio cortes de la ciudad con doscientos espanoles y mas de cuatro mil naturales de la ciudad de tetzcuco, algunos de tlaxcalan y otras partes que estaban con cortes, y con ellos ixtlilxoch
ixtl_A1	6000	seis mil	words	person	tiendolos por el agua, y les saquearon la mayor parte de las casas que tenian en la laguna, y murieron de ellos mas de seis mil personas; y como sobrevino la noche, recogio cortes su 420 obras historicas de gente y puso fuego a algunas de l
ixtl_A1	8000	ocho mil,	words	other	. llegados que fueron los tlaxcaltecas con la tablazon y ligazon de los bergantines, (en donde venian de carga mas de ocho mil, de guerra mas de veinte mil, y con ellos el alguacil mayor y capitan gonzalo de san do val, doscientos espanoles de a p
ixtl_A1	20000	veinte mil, y	words	other	tlaxcaltecas con la tablazon y ligazon de los bergantines, (en donde venian de carga mas de ocho mil, de guerra mas de veinte mil, y con ellos el alguacil mayor y capitan gonzalo de san do val, doscientos espanoles de a pie y diez y seis de a caballo),
ixtl_A1	32000	y treinta y dos mil	words	other	lxochitl y de todos), salio con veinticinco de a caballo, trescientos cincuenta de a pie, seis tiros pequenos de campo y treinta y dos mil amigos de los tlaxcaltecas y tetzcucanos: iban por caudillos principales, chichimecatltecuhtli de los tlaxcaltecas y ixt
ixtl_A1	1000	mil	words	person	s peones, y por capitan al alguacil mayor del campo gonzalo de sandoval, y en su favor ixtlilxochitl con veinticuatro mil hombres de los acuilmas sus vasallos, con dos intentos, el uno asegurar la provincia de chalco y echar de sus terminos a
ixtl_A1	4000	cuatro mil	words	person	 recibidos de los dos senores de ella; y habiendo dado orden de lo que se debia hacer, y habiendose juntado alli otros cuatro mil hombres de guerra de los de esta provincia, y otros amigos de tlaxcalan, huexotzinco, quauhquecholan y otras partes, to
ixtl_A1	1500	mil quinientos	words	person	ermano tecocoltzin dieron bastantisimo recaudo), fueron echados en la zanja los bergantines, y a veintiocho de abril de mil quinientos veintiuno cortes hizo alarde de toda la gente, y hallo ochenta y seis a caballo, entre ballesteros y escopeteros ciento 
ixtl_A1	700	setecientos	words	other	larde de toda la gente, y hallo ochenta y seis a caballo, entre ballesteros y escopeteros ciento diez y ocho, y mas de setecientos peones de espada y rodela, tres tiros gruesos de fierro, quince de bronce pequenos y diez quintales de polvora; y habien
ixtl_A1	5000	cinco mil	words	person	s de huexotzinco y chololan en chalco, en donde fueron muy bien recibidos los unos y los otros. los tlaxcaltecas eran cinco mil hombres de guerra, y iban por sus caudillos quauhxayacatzin, meztliymatzin, tenamazcuicuitzin, tecuanitzin, acxotecatl, 
ixtl_A1	10000	diez mil,	words	other	stento y regalo, y los pocos dias que alli estuvieron fueron muy bien festejados. de los huexotzincas que eran mas de diez mil, venian por sus caudillos nelpilonitzin, tozquencoyotzin, xicotencatl, mecacalcatl, quauhxayacatzin, huitzilihuitzin, yec
ixtl_A1	10000	diez mil	words	person	imismo traian las divisas en sus armas como los de tlaxcalan; y de la misma manera venian los cholul tecas, casi otros diez mil hombres, siendo muy bien recibidos todos de los senores de la provincia de chalco. el segundo dia de pascua de espiritu
ixtl_A1	1000	mil	words	person	 treinta de a caballo, diez y ocho ballesteros y escopeteros, ciento cincuenta peones de espada y rodela y veinticinco mil hombres de guerra de los tlaxcaltecas, y estos habian de sentar su real en la ciudad de tlacopan, y por capitanes de s
ixtl_A1	2000	dos mil	words	person	 baeza, al que dio treinta y tres de a caballo, diez y ocho ballesteros y escopeteros, ciento sesenta peones y mas de dos mil hombres de guerra asimismo de la nacion tlaxcalteca, que se habian de poner y asentar su real en la ciudad de cuyohuac
ixtl_A1	40000	y cuarenta mil	words	person	o escopeteros y trece ballesteros y ciento y cincuenta peones, gente escogida que cortes los habia traido «consigo, y cuarenta mil hombres de tetzcuco, huexotzinco, chololan y chalco, que estos habian de entrar por la ciudad de iztapalapan, para de 
ixtl_A1	1000	mil	words	person	; y antes de embarcarse despacho a gonzalo de sandoval con su guarnicion de gente para iztapalapan, que fueron de los mil hombres de los aculhuas la parte que llaman aztahuacan a encontrar con los de chalco que venian juntos ellos, los huex
ixtl_A1	30000	treinta mil	words	person	e que llaman aztahuacan a encontrar con los de chalco que venian juntos ellos, los huexotzincas y cholultecas y todos treinta mil hombres de guerra. los chalcas traian por sus caudillos a don fernando de alva ixtlilxochitl. 439 quelzalcoatzin
ixtl_A1	40000	cuarenta mil	words	person	 pelear con la gente de ella; y viendo el gran poder de gente que la guarnicion de sandoval llevaba, de amigos mas de cuarenta mil hombres, se acogieron en las canoas los enemigos y no pudieron resistirles mas; y asi sin contradiccion ninguna se apo
ixtl_A1	20000	veinte mil	words	person	o ordinariamente por agua y por tierra la comida y los bastimentos necesarios, en que andaban yendo y viniendo mas de veinte mil personas de carga, y por la laguna mas de mil canoas, y en su guarda y defensa treinta y dos mil hombres de guerra, po
ixtl_A1	1000	mil	words	person	s bastimentos necesarios, en que andaban yendo y viniendo mas de veinte mil personas de carga, y por la laguna mas de mil canoas, y en su guarda y defensa treinta y dos mil hombres de guerra, porque los enemigos no los asaltasen y quitasen p
ixtl_A1	32000	treinta y dos mil	words	person	ban yendo y viniendo mas de veinte mil personas de carga, y por la laguna mas de mil canoas, y en su guarda y defensa treinta y dos mil hombres de guerra, porque los enemigos no los asaltasen y quitasen por el camino lo que alli llevaban: que no fue lo m
ixtl_A1	500	quinientas	words	person	ntido, debia decir: con los bergantines de cortes 442 obras historicas de laguna, salieron a encontrarle mas de quinientas canoas a su modo bien fortalecidas de gente, y cortes de intento estuvo reacio por la costa del penol hasta ver lo que
ixtl_A1	16000	diez y seis mil	words	other	 eran enemigos y del bando mexicano), que no diesen por las espaldas a los nuestros; y que otros se quedasen con otros diez y seis mil huexotzincas, chalcas y tlaxcaltecas en cuyohuacan 1 creo que debe ser nonoalco. 2 debe ser tlahuac. don fernand
ixtl_A1	8000	ocho mil	words	person	os enemigos comenzaron a huir y desamparar la albarrada; y pasando cortes con los suyos por los bergantines, y mas de ocho mil hombres 1 de los amigos, que eran diez mil tlaxcaltecas y de los aculhuas otros diez mil (que ya a esta sazon habian l
ixtl_A1	10000	diez mil	words	person	la albarrada; y pasando cortes con los suyos por los bergantines, y mas de ocho mil hombres 1 de los amigos, que eran diez mil tlaxcaltecas y de los aculhuas otros diez mil (que ya a esta sazon habian llegado a este numero, porque cada dia ixtlil
ixtl_A1	10000	diez mil	words	other	or los bergantines, y mas de ocho mil hombres 1 de los amigos, que eran diez mil tlaxcaltecas y de los aculhuas otros diez mil (que ya a esta sazon habian llegado a este numero, porque cada dia ixtlilxochitl y tecocoltzin iban despachando gente de
ixtl_A1	10000	diez mil y	words	person	 habian llegado a este numero, porque cada dia ixtlilxochitl y tecocoltzin iban despachando gente de refresco), chalcas diez mil y huexotzincas diez mil, que en breve espacio de tiempo cegaron y allanaron con adobes y piedra este ojo de agua o puent
ixtl_A1	10000	diez mil,	words	person	umero, porque cada dia ixtlilxochitl y tecocoltzin iban despachando gente de refresco), chalcas diez mil y huexotzincas diez mil, que en breve espacio de tiempo cegaron y allanaron con adobes y piedra este ojo de agua o puente, y en el inter ya los 
ixtl_A1	40000	cuarenta mil	words	person	ate, y que por las azoteas tiraban '. 2 1 esta cifra esta equivocada, pues los hombres que se citan despues, suman cuarenta mil. 2 aqui concluye el original; y como se ve, apenas llega al primer ataque dado por cortes, el cual tuvo lugar el 9 d
ixtl_A2	1792	mil setecientos noventa y dos	words	other	sta historia se ha copiado literalmente de un ejemplar que fue de d. mariano veytia. mexico, veintidos de noviembre de mil setecientos noventa y dos. — fr. francisco garcia figueroa. 1 por las razones expuestas en las notas del primer tomo, puede dudarse do que la h
ixtl_A2	1000000	un millon, y	words-millon	other	historias haber tenido ningun principe de los mas poderosos que hubo antes ni despues en este nuevo mundo: era mas de un millon, y las tierras que poblo este gran -ejercito en su primer asiento fueron todas las que caen de la parte de adentro de las
ixtl_A2	1064	mil y sesenta y cuatro	words	other	 armas los matasen. todo lo cual puso por obra tochintecuhtli, y se puso en el puesto de huexutla el ano siguiente de mil y sesenta y cuatro que llaman ce tecpatl. x el principe quinatzin paso su corte, y morada a oztocticpac, que es en tetzcuco y dio princip
ixtl_A2	1000	mil	words	other	, salian a ciertos campos en donde tenian acorraladas cantidad de fieras de todo genero, con quienes peleaban y hacian mil gentilezas, y despues de haber matado y despedazado, corrido, saltado, y flechadose unos a otros, y hecho otras cosas de
ixtl_A2	550	doscientos y cincuenta y trescientos	words	other	espues de haber reinado muchos anos; porque segun por la historia parece, estos senores chichimecas y aculhuas vivian doscientos y cincuenta y trescientos anos, 2 lo cual vino a faltar en sus descendientes, despues que se dieron a los regalos de las comidas, y a los deleit
ixtl_A2	1414	mil cuatrocientos y catorce	words	other	en donde te determinaron las guerras que hubo entre lzuuxochitt y. tezozomoc sobre el imperio. el ano siguiente de mil cuatrocientos y catorce de fer encarnacion de cristo nuestro senor que llaman matlactliomey tochtli, hizo cortes y junta ixtlilxochitl de los se
ixtl_A2	1420	mil cuatrocientos y veinte	words	other	te* al patrimonio del imperio de loe chichimecas, y otras cosas que hizo y del sueno que sono. el ano siguiente de mil cuatrocientos y veinte de la encarnacion de cristo nuestro senor llamado chicuacen tecpatl, dos despues de la muerte del infeliz ixtlilxochiu 
ixtl_A2	1400	mil cuatrocientos y	words	other	que es a los cinco dias de su octavo mes llamado micailhuitzintli, a once dias del mes de agosto del ano del senor de mil cuatrocientos y veintisiete. 1 este pasaje confirma la nota puesta al fin de la 11* relacion de los senores chichimecas, tomo 1? pagin
ixtl_A2	400000	cuatrocientas mil,	words	other	educidos a fanegas montan treinta y una fanegas y tres almudes; otros tres tlacapintlis de frijoles, y tortillas hechas cuatrocientas mil, de cacao cuatro xiquipiles que montan treinta y dos mil cacaos, cien gallos, veinte panes de sal, veinte cestones de c
ixtl_A2	32000	treinta y dos mil	words	other	udes; otros tres tlacapintlis de frijoles, y tortillas hechas cuatrocientas mil, de cacao cuatro xiquipiles que montan treinta y dos mil cacaos, cien gallos, veinte panes de sal, veinte cestones de chile ancho y otros veinte de chile menudo, diez de tomate
ixtl_A2	400	cuatrocientas	words	other	 pimentel descendiente de nezahualcoyotzin. (nota de ternaux). 170 obras historicas de y pueblos, que contenian cuatrocientas medidas de largo y de ancho ni mas ni menos, que se llamaba por una parte tlatocatlali o tlatocamili, que quiere decir 
ixtl_A2	200000	doscientas mil	words	person	tas. 2 debe ser saque. 174 obras historicas de •con todos sus llamamientos, en donde andaban ocupadas mas de doscientas mil personas cada dia. los obreros mayores, que eran de estas casas, fueron xilomantzin senor de gulhuacan, y moquihuitzin
ixtl_A2	411	cuatrocientas y once	words	other	ella asistia el rey nezahuulcoyotzin personalmente. l tenian las casas de longitud que corrian de oriente a poniente, cuatrocientas y once medidas y media, que reducidas a nuestra medida, hacen mil doscientas treinta y cuatro varas y media, y de latitud que 
ixtl_A2	1234	mil doscientas treinta y cuatro	words	other	ongitud que corrian de oriente a poniente, cuatrocientas y once medidas y media, que reducidas a nuestra medida, hacen mil doscientas treinta y cuatro varas y media, y de latitud que es de norte a sur, trescientas veintiseis medidas que hacen novecientas y setenta y och
ixtl_A2	978	novecientas y setenta y ocho	words	other	oscientas treinta y cuatro varas y media, y de latitud que es de norte a sur, trescientas veintiseis medidas que hacen novecientas y setenta y ocho varas: 2 por la cuadra que caia hacia la parte del sur y oriente era la cerca de una pared muy 1 el mapa quinatzin no
